[13:18:16] *** Tentative de connexion à tardis.swiftirc.net:6697 (SSL=True)...
[13:18:16] *** [DEBUG] all_raw_messages | Source:  | Target: None | Args: [':tardis.en.uk.SwiftIRC.net NOTICE * :*** Looking up your hostname...']
[12:53:12] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: ['PING :112F7534']
[12:53:12] *** [DEBUG] ping | Source: None | Target: 112F7534 | Args: ['112F7534']
[12:53:12] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 001 LoggerBot_ :Welcome to the SwiftIRC IRC Network LoggerBot_!~LoggerBot@aclermont-ferrand-653-1-200-208.w90-14.abo.wanadoo.fr']
[12:53:12] *** [DEBUG] welcome | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['Welcome to the SwiftIRC IRC Network LoggerBot_!~LoggerBot@aclermont-ferrand-653-1-200-208.w90-14.abo.wanadoo.fr']
[12:53:12] *** Connecté au serveur tardis.swiftirc.net:6697
[12:53:12] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 002 LoggerBot_ :Your host is tardis.en.uk.SwiftIRC.net, running version UnrealIRCd-6.1.1.1']
[12:53:12] *** [DEBUG] yourhost | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['Your host is tardis.en.uk.SwiftIRC.net, running version UnrealIRCd-6.1.1.1']
[12:53:12] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 003 LoggerBot_ :This server was created Wed Sep 13 2023 at 22:59:31 UTC']
[12:53:12] *** [DEBUG] created | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['This server was created Wed Sep 13 2023 at 22:59:31 UTC']
[12:53:12] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 004 LoggerBot_ tardis.en.uk.SwiftIRC.net UnrealIRCd-6.1.1.1 diopqrstwxzBDGHIRSTWZ beIacdfhiklmnopqrstvzCDFGHKLMNOPQRSTVZ']
[12:53:12] *** [DEBUG] myinfo | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['tardis.en.uk.SwiftIRC.net', 'UnrealIRCd-6.1.1.1', 'diopqrstwxzBDGHIRSTWZ', 'beIacdfhiklmnopqrstvzCDFGHKLMNOPQRSTVZ']
[12:53:12] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 005 LoggerBot_ ACCOUNTEXTBAN=account,a AWAYLEN=307 BOT=B CASEMAPPING=ascii CHANLIMIT=#:50 CHANMODES=beI,fkL,lFH,cdimnprstzCDGKMNOPQRSTVZ CHANNELLEN=32 CHANTYPES=# CHATHISTORY=50 CLIENTTAGDENY=*,-draft/typing,-typing,-draft/channel-context,-draft/reply DEAF=d ELIST=MNUCT :are supported by this server']
[12:53:12] *** [DEBUG] featurelist | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['ACCOUNTEXTBAN=account,a', 'AWAYLEN=307', 'BOT=B', 'CASEMAPPING=ascii', 'CHANLIMIT=#:50', 'CHANMODES=beI,fkL,lFH,cdimnprstzCDGKMNOPQRSTVZ', 'CHANNELLEN=32', 'CHANTYPES=#', 'CHATHISTORY=50', 'CLIENTTAGDENY=*,-draft/typing,-typing,-draft/channel-context,-draft/reply', 'DEAF=d', 'ELIST=MNUCT', 'are supported by this server']
[12:53:12] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 005 LoggerBot_ EXCEPTS EXTBAN=~,acfjmnpqrtCFGOST INVEX KICKLEN=307 KNOCK MAP MAXLIST=b:100,e:100,I:100 MAXNICKLEN=30 MINNICKLEN=0 MODES=12 MONITOR=128 MSGREFTYPES=msgid,timestamp :are supported by this server']
[12:53:12] *** [DEBUG] featurelist | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['EXCEPTS', 'EXTBAN=~,acfjmnpqrtCFGOST', 'INVEX', 'KICKLEN=307', 'KNOCK', 'MAP', 'MAXLIST=b:100,e:100,I:100', 'MAXNICKLEN=30', 'MINNICKLEN=0', 'MODES=12', 'MONITOR=128', 'MSGREFTYPES=msgid,timestamp', 'are supported by this server']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 005 LoggerBot_ NAMELEN=50 NAMESX NETWORK=SwiftIRC NICKLEN=30 PREFIX=(qaohv)~&@%+ QUITLEN=307 SAFELIST SILENCE=10 STATUSMSG=~&@%+ TARGMAX=DCCALLOW:,ISON:,JOIN:,KICK:4,KILL:,LIST:,NAMES:1,NOTICE:1,PART:,PRIVMSG:4,SAJOIN:,SAPART:,TAGMSG:1,USERHOST:,USERIP:,WATCH:,WHOIS:1,WHOWAS:1 TOPICLEN=360 UHNAMES :are supported by this server']
[12:53:13] *** [DEBUG] featurelist | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['NAMELEN=50', 'NAMESX', 'NETWORK=SwiftIRC', 'NICKLEN=30', 'PREFIX=(qaohv)~&@%+', 'QUITLEN=307', 'SAFELIST', 'SILENCE=10', 'STATUSMSG=~&@%+', 'TARGMAX=DCCALLOW:,ISON:,JOIN:,KICK:4,KILL:,LIST:,NAMES:1,NOTICE:1,PART:,PRIVMSG:4,SAJOIN:,SAPART:,TAGMSG:1,USERHOST:,USERIP:,WATCH:,WHOIS:1,WHOWAS:1', 'TOPICLEN=360', 'UHNAMES', 'are supported by this server']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 005 LoggerBot_ USERIP WALLCHOPS WATCH=128 WATCHOPTS=A WHOX :are supported by this server']
[12:53:13] *** [DEBUG] featurelist | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['USERIP', 'WALLCHOPS', 'WATCH=128', 'WATCHOPTS=A', 'WHOX', 'are supported by this server']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 396 LoggerBot_ Swift-3B2F49EE.w90-14.abo.wanadoo.fr :is now your displayed host']
[12:53:13] *** [DEBUG] 396 | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['Swift-3B2F49EE.w90-14.abo.wanadoo.fr', 'is now your displayed host']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net NOTICE LoggerBot_ :*** You are connected to tardis.en.uk.SwiftIRC.net with TLSv1.3-TLS_CHACHA20_POLY1305_SHA256']
[12:53:13] *** [DEBUG] privnotice | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['*** You are connected to tardis.en.uk.SwiftIRC.net with TLSv1.3-TLS_CHACHA20_POLY1305_SHA256']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 251 LoggerBot_ :There are 5 users and 319 invisible on 4 servers']
[12:53:13] *** [DEBUG] luserclient | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['There are 5 users and 319 invisible on 4 servers']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 252 LoggerBot_ 50 :operator(s) online']
[12:53:13] *** [DEBUG] luserop | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['50', 'operator(s) online']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 254 LoggerBot_ 320 :channels formed']
[12:53:13] *** [DEBUG] luserchannels | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['320', 'channels formed']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 255 LoggerBot_ :I have 118 clients and 0 servers']
[12:53:13] *** [DEBUG] luserme | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['I have 118 clients and 0 servers']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 265 LoggerBot_ 118 227 :Current local users 118, max 227']
[12:53:13] *** [DEBUG] n_local | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['118', '227', 'Current local users 118, max 227']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 266 LoggerBot_ 324 417 :Current global users 324, max 417']
[12:53:13] *** [DEBUG] n_global | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['324', '417', 'Current global users 324, max 417']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 375 LoggerBot_ :- tardis.en.uk.SwiftIRC.net Message of the Day - ']
[12:53:13] *** [DEBUG] motdstart | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- tardis.en.uk.SwiftIRC.net Message of the Day - ']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 14/9/2023 20:50']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 14/9/2023 20:50']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- --------------------------------------------------------']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- --------------------------------------------------------']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    Welcome to SwiftIRC - Where Gaming and Programming Unite!']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    Welcome to SwiftIRC - Where Gaming and Programming Unite!']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- --------------------------------------------------------']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- --------------------------------------------------------']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Network Name: SwiftIRC']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Network Name: SwiftIRC']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Available Ports: 4443 (TLS Websockets), 6666-6669, 6697 (TLS), 7000, 8080']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Available Ports: 4443 (TLS Websockets), 6666-6669, 6697 (TLS), 7000, 8080']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Main Focus: Gaming, Programming, and Systems Enthusiasts']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Main Focus: Gaming, Programming, and Systems Enthusiasts']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- --------------------------------------------------------']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- --------------------------------------------------------']
[12:53:13] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:13] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Greetings, fellow chat enthusiasts! 🎮💻']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Greetings, fellow chat enthusiasts! 🎮💻']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- At SwiftIRC, we're all about the exciting worlds of gaming and programming, and we're thrilled to have you join our vibrant community."]
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- At SwiftIRC, we're all about the exciting worlds of gaming and programming, and we're thrilled to have you join our vibrant community."]
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Whether you're here to discuss your latest gaming adventures, share coding insights, or dive into the intricacies of systems, you've found your new online home."]
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- Whether you're here to discuss your latest gaming adventures, share coding insights, or dive into the intricacies of systems, you've found your new online home."]
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Here are a few things you should know:']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Here are a few things you should know:']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 🌐 Available Ports:']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 🌐 Available Ports:']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Standard IRC Ports: 6666-6669']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Standard IRC Ports: 6666-6669']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Secure IRC (TLS): 6697']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Secure IRC (TLS): 6697']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Websockets (TLS): 4443']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Websockets (TLS): 4443']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Additional Ports: 7000, 8080']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Additional Ports: 7000, 8080']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 🎮 Gaming:']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 🎮 Gaming:']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Share your favorite gaming moments.']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Share your favorite gaming moments.']
[12:53:14] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Discuss strategies, tips, and game recommendations.']
[12:53:14] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Discuss strategies, tips, and game recommendations.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Find fellow gamers to team up with.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Find fellow gamers to team up with.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Gaming events and tournaments await!']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Gaming events and tournaments await!']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 💻 Programming:']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 💻 Programming:']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Exchange ideas and solutions with programmers.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Exchange ideas and solutions with programmers.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Explore coding languages, libraries, and frameworks.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Explore coding languages, libraries, and frameworks.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Collaborate on open-source projects.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Collaborate on open-source projects.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Get help with coding challenges and debugging.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Get help with coding challenges and debugging.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- 🔧 Systems:']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- 🔧 Systems:']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Dive into the world of systems administration.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Dive into the world of systems administration.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Discuss server management, networking, and security.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Discuss server management, networking, and security.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Learn from experienced sysadmins.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Learn from experienced sysadmins.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :-    - Troubleshoot and optimize your systems.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['-    - Troubleshoot and optimize your systems.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Remember, our community thrives on respect, inclusivity, and the joy of sharing knowledge.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Remember, our community thrives on respect, inclusivity, and the joy of sharing knowledge.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- Please familiarize yourself with our network rules and guidelines, which can be found in our /rules command.']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- Please familiarize yourself with our network rules and guidelines, which can be found in our /rules command.']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- If you have any questions or need assistance, don't hesitate to ask our friendly staff or fellow members."]
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- If you have any questions or need assistance, don't hesitate to ask our friendly staff or fellow members."]
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
[12:53:15] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ['- ']
[12:53:15] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [":tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- We're here to help you make the most of your SwiftIRC experience."]
[12:53:16] *** [DEBUG] motd | Source: tardis.en.uk.SwiftIRC.net | Target: LoggerBot_ | Args: ["- We're here to help you make the most of your SwiftIRC experience."]
[12:53:16] *** [DEBUG] all_raw_messages | Source: tardis.en.uk.SwiftIRC.net | Target: None | Args: [':tardis.en.uk.SwiftIRC.net 372 LoggerBot_ :- ']
